pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	abangle	annotation_H	annotation_L	imgt_H	imgt_L	sequence_raw	sequence_H	sequence_L	structure	structure_chothia	in_nr_set	curated_quality_dataset	split	date_parsed	has_light_chain
8c5h	N		0	S	protein		synaptotagmin-1	METAL BINDING PROTEIN	08/02/23	NbSyt1 anti-(rat Synaptotagmin-1) nanobody bound to target cytosolic domain of Synaptotagmin-1	Rattus norvegicus; Vicugna pacos	vicugna pacos		rattus norvegicus	Martinez-Carranza, M., Stenmark, P.	1.68	X-RAY DIFFRACTION	0.222	0.209	False	True	IGHV3									sabdab_dataset/8c5h/annotation/8c5h_N_VH.ann		sabdab_dataset/8c5h/imgt/8c5h_N_H.ann		sabdab_dataset/8c5h/sequence/8c5h_raw.pdb	sabdab_dataset/8c5h/sequence/8c5h_N_VH.fa		sabdab_dataset/8c5h/structure/8c5h.pdb	sabdab_dataset/8c5h/structure/chothia/8c5h.pdb	True	True	train	2023-08-02	False
8cbf	A	B	0	E	protein		spike protein s1	VIRAL PROTEIN	02/07/24	SARS-CoV-2 Delta-RBD complexed with Omi-42 and Beta-49 Fabs	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.33	X-RAY DIFFRACTION	0.255	0.215	False	True	IGHV1	IGKV3	Kappa						sabdab_dataset/8cbf/abangle/8cbf.abangle	sabdab_dataset/8cbf/annotation/8cbf_A_VH.ann	sabdab_dataset/8cbf/annotation/8cbf_B_VL.ann	sabdab_dataset/8cbf/imgt/8cbf_A_H.ann	sabdab_dataset/8cbf/imgt/8cbf_B_L.ann	sabdab_dataset/8cbf/sequence/8cbf_raw.pdb	sabdab_dataset/8cbf/sequence/8cbf_A_VH.fa	sabdab_dataset/8cbf/sequence/8cbf_B_VL.fa	sabdab_dataset/8cbf/structure/8cbf.pdb	sabdab_dataset/8cbf/structure/chothia/8cbf.pdb	False	False	validation	2024-02-07	True
8d9y	B	A	0	I	protein		long neurotoxin 1	IMMUNE SYSTEM,ANTITOXIN/TOXIN	06/14/23	Crystal structure of Taipan alpha-neurotoxin in complex with Centi-3FTX-D09 antibody	Homo sapiens; Oxyuranus scutellatus scutellatus	homo sapiens	homo sapiens	oxyuranus scutellatus scutellatus	Pletnev, S., Verardi, R., Tully, E.S., Glanville, J., Kwong, P.D.	2.2	X-RAY DIFFRACTION	0.262	0.209	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/8d9y/abangle/8d9y.abangle	sabdab_dataset/8d9y/annotation/8d9y_B_VH.ann	sabdab_dataset/8d9y/annotation/8d9y_A_VL.ann	sabdab_dataset/8d9y/imgt/8d9y_B_H.ann	sabdab_dataset/8d9y/imgt/8d9y_A_L.ann	sabdab_dataset/8d9y/sequence/8d9y_raw.pdb	sabdab_dataset/8d9y/sequence/8d9y_B_VH.fa	sabdab_dataset/8d9y/sequence/8d9y_A_VL.fa	sabdab_dataset/8d9y/structure/8d9y.pdb	sabdab_dataset/8d9y/structure/chothia/8d9y.pdb	True	False	train	2023-06-14	True
8d9z	B	A	0	D	protein		long neurotoxin 1	IMMUNE SYSTEM,ANTITOXIN/TOXIN	06/14/23	Crystal structure of Cobra alpha-neurotoxin in complex with Centi-3FTX-D09 antibody	Homo sapiens; Naja nivea	homo sapiens	homo sapiens	naja nivea	Pletnev, S., Verardi, R., Tully, E.S., Glanville, J., Kwong, P.D.	1.8	X-RAY DIFFRACTION	0.198	0.165	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/8d9z/abangle/8d9z.abangle	sabdab_dataset/8d9z/annotation/8d9z_B_VH.ann	sabdab_dataset/8d9z/annotation/8d9z_A_VL.ann	sabdab_dataset/8d9z/imgt/8d9z_B_H.ann	sabdab_dataset/8d9z/imgt/8d9z_A_L.ann	sabdab_dataset/8d9z/sequence/8d9z_raw.pdb	sabdab_dataset/8d9z/sequence/8d9z_B_VH.fa	sabdab_dataset/8d9z/sequence/8d9z_A_VL.fa	sabdab_dataset/8d9z/structure/8d9z.pdb	sabdab_dataset/8d9z/structure/chothia/8d9z.pdb	False	False	train	2023-06-14	True
8da0	B	A	0	E	protein		alpha-elapitoxin-dpp2d	IMMUNE SYSTEM,ANTITOXIN/TOXIN	06/14/23	Crystal structure of Mamba alpha-neurotoxin in complex with Centi-3FTX-D09 antibody	Dendroaspis polylepis polylepis; Homo sapiens	homo sapiens	homo sapiens	dendroaspis polylepis polylepis	Pletnev, S., Verardi, R., Tully, E.S., Glanville, J., Kwong, P.D.	2.2	X-RAY DIFFRACTION	0.249	0.196	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/8da0/abangle/8da0.abangle	sabdab_dataset/8da0/annotation/8da0_B_VH.ann	sabdab_dataset/8da0/annotation/8da0_A_VL.ann	sabdab_dataset/8da0/imgt/8da0_B_H.ann	sabdab_dataset/8da0/imgt/8da0_A_L.ann	sabdab_dataset/8da0/sequence/8da0_raw.pdb	sabdab_dataset/8da0/sequence/8da0_B_VH.fa	sabdab_dataset/8da0/sequence/8da0_A_VL.fa	sabdab_dataset/8da0/structure/8da0.pdb	sabdab_dataset/8da0/structure/chothia/8da0.pdb	False	False	test	2023-06-14	True
8ee2	C		0	A	protein		cftr inhibitory factor	IMMUNE SYSTEM	09/13/23	Crystal Structure of Nanobody VHH219 Bound to Its Antigen PA14 Cif	Pseudomonas aeruginosa PA14; Vicugna pacos	vicugna pacos		pseudomonas aeruginosa pa14	Simard, A.R., Madden, D.R.	2.4	X-RAY DIFFRACTION	0.227	0.195	False	True	IGHV1									sabdab_dataset/8ee2/annotation/8ee2_C_VH.ann		sabdab_dataset/8ee2/imgt/8ee2_C_H.ann		sabdab_dataset/8ee2/sequence/8ee2_raw.pdb	sabdab_dataset/8ee2/sequence/8ee2_C_VH.fa		sabdab_dataset/8ee2/structure/8ee2.pdb	sabdab_dataset/8ee2/structure/chothia/8ee2.pdb	True	True	train	2023-09-13	False
8eln	C		0	A	protein		cftr inhibitory factor	IMMUNE SYSTEM	10/18/23	Crystal Structure of Nanobody VHH222 Bound to Its Antigen PA14 Cif	Pseudomonas aeruginosa PA14; Vicugna pacos	vicugna pacos		pseudomonas aeruginosa pa14	Simard, A.R., Madden, D.R.	2.4	X-RAY DIFFRACTION	0.229	0.197	False	True	IGHV1									sabdab_dataset/8eln/annotation/8eln_C_VH.ann		sabdab_dataset/8eln/imgt/8eln_C_H.ann		sabdab_dataset/8eln/sequence/8eln_raw.pdb	sabdab_dataset/8eln/sequence/8eln_C_VH.fa		sabdab_dataset/8eln/structure/8eln.pdb	sabdab_dataset/8eln/structure/chothia/8eln.pdb	True	True	train	2023-10-18	False
8elq	B		0	A	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	07/05/23	Crystal structure of SARS-CoV-2 spike protein receptor-binding domain in complex with antibody CC12.1 Fab and nanobody Nb-C4-255	Homo sapiens; Severe acute respiratory syndrome coronavirus 2; synthetic construct	synthetic construct		severe acute respiratory syndrome coronavirus2 	Liu, H., Wilson, I.A.	2.21	X-RAY DIFFRACTION	0.285	0.234	False	True	IGHV3								sabdab_dataset/8elq/abangle/8elq.abangle	sabdab_dataset/8elq/annotation/8elq_B_VH.ann		sabdab_dataset/8elq/imgt/8elq_B_H.ann		sabdab_dataset/8elq/sequence/8elq_raw.pdb	sabdab_dataset/8elq/sequence/8elq_B_VH.fa		sabdab_dataset/8elq/structure/8elq.pdb	sabdab_dataset/8elq/structure/chothia/8elq.pdb	False	False	train	2023-07-05	False
8et0	C		0	A	protein		prostaglandin g/h synthase 2	MEMBRANE PROTEIN	10/18/23	Crystal Complex of murine Cyclooxygenase-2 with alpaca nanobody F9	Mus musculus; Vicugna pacos	vicugna pacos		mus musculus	Xu, S., Banerjee, S., Uddin, M.J., Goodman, M.C., Marnett, L.J.	2.15	X-RAY DIFFRACTION	0.214	0.181	False	True	IGHV1									sabdab_dataset/8et0/annotation/8et0_C_VH.ann		sabdab_dataset/8et0/imgt/8et0_C_H.ann		sabdab_dataset/8et0/sequence/8et0_raw.pdb	sabdab_dataset/8et0/sequence/8et0_C_VH.fa		sabdab_dataset/8et0/structure/8et0.pdb	sabdab_dataset/8et0/structure/chothia/8et0.pdb	True	True	train	2023-10-18	False
8evd	A		0	C	protein		cftr inhibitory factor	IMMUNE SYSTEM	03/13/24	Crystal Structure of Nanobody VHH101 Bound to Its Antigen PA14 Cif	Pseudomonas aeruginosa PA14; Vicugna pacos	vicugna pacos		pseudomonas aeruginosa pa14	Simard, A.R., Taher, N.M., Beauchemin, K.S., Madden, D.R.	2.0	X-RAY DIFFRACTION	0.206	0.184	False	True	IGHV1									sabdab_dataset/8evd/annotation/8evd_A_VH.ann		sabdab_dataset/8evd/imgt/8evd_A_H.ann		sabdab_dataset/8evd/sequence/8evd_raw.pdb	sabdab_dataset/8evd/sequence/8evd_A_VH.fa		sabdab_dataset/8evd/structure/8evd.pdb	sabdab_dataset/8evd/structure/chothia/8evd.pdb	True	True	test	2024-03-13	False
8ezk	H	h	0	A	protein		25 kda ookinete surface antigen	IMMUNE SYSTEM	08/16/23	Pfs25 in complex with transmission-reducing antibody AS01-04	Homo sapiens; Plasmodium falciparum (isolate NF54)	homo sapiens		plasmodium falciparum (isolate nf54)	Shukla, N., Tang, W.K., Tolia, N.H.	2.3	X-RAY DIFFRACTION	0.26	0.229	True	True	unknown	unknown	unknown						sabdab_dataset/8ezk/abangle/8ezk.abangle	sabdab_dataset/8ezk/annotation/8ezk_H_VH.ann	sabdab_dataset/8ezk/annotation/8ezk_H_VL.ann	sabdab_dataset/8ezk/imgt/8ezk_H_H.ann	sabdab_dataset/8ezk/imgt/8ezk_H_L.ann	sabdab_dataset/8ezk/sequence/8ezk_raw.pdb	sabdab_dataset/8ezk/sequence/8ezk_H_VH.fa	sabdab_dataset/8ezk/sequence/8ezk_H_VL.fa	sabdab_dataset/8ezk/structure/8ezk.pdb	sabdab_dataset/8ezk/structure/chothia/8ezk.pdb	True	True	train	2023-08-16	True
8ezl	H	h	0	A	protein		25 kda ookinete surface antigen	IMMUNE SYSTEM	08/16/23	Pfs25 in complex with transmission-reducing antibody AS01-50	Plasmodium falciparum NF54	plasmodium falciparum nf54		plasmodium falciparum nf54	Shukla, N., Tang, W.K., Tolia, N.H.	2.3	X-RAY DIFFRACTION	0.255	0.216	True	True	unknown	unknown	unknown						sabdab_dataset/8ezl/abangle/8ezl.abangle	sabdab_dataset/8ezl/annotation/8ezl_H_VH.ann	sabdab_dataset/8ezl/annotation/8ezl_H_VL.ann	sabdab_dataset/8ezl/imgt/8ezl_H_H.ann	sabdab_dataset/8ezl/imgt/8ezl_H_L.ann	sabdab_dataset/8ezl/sequence/8ezl_raw.pdb	sabdab_dataset/8ezl/sequence/8ezl_H_VH.fa	sabdab_dataset/8ezl/sequence/8ezl_H_VL.fa	sabdab_dataset/8ezl/structure/8ezl.pdb	sabdab_dataset/8ezl/structure/chothia/8ezl.pdb	True	True	validation	2023-08-16	True
8ezm	H	h	0	A	protein		25 kda ookinete surface antigen	IMMUNE SYSTEM	08/16/23	Pfs25 in complex with transmission-reducing antibody AS01-63	Homo sapiens; Plasmodium falciparum	homo sapiens		plasmodium falciparum	Shukla, N., Tang, W.K., Tolia, N.H.	2.1	X-RAY DIFFRACTION	0.237	0.205	True	True	unknown	unknown	unknown						sabdab_dataset/8ezm/abangle/8ezm.abangle	sabdab_dataset/8ezm/annotation/8ezm_H_VH.ann	sabdab_dataset/8ezm/annotation/8ezm_H_VL.ann	sabdab_dataset/8ezm/imgt/8ezm_H_H.ann	sabdab_dataset/8ezm/imgt/8ezm_H_L.ann	sabdab_dataset/8ezm/sequence/8ezm_raw.pdb	sabdab_dataset/8ezm/sequence/8ezm_H_VH.fa	sabdab_dataset/8ezm/sequence/8ezm_H_VL.fa	sabdab_dataset/8ezm/structure/8ezm.pdb	sabdab_dataset/8ezm/structure/chothia/8ezm.pdb	True	True	train	2023-08-16	True
8f5i	H	L	0	B	protein		specialized acyl carrier protein	IMMUNE SYSTEM	10/11/23	SARS-CoV-2 S2 helix epitope scaffold bound by antibody DH1057.1	Homo sapiens; Rhodopseudomonas palustris	homo sapiens	homo sapiens	rhodopseudomonas palustris	Kapingidza, A.B., Wrapp, D., Winters, K., Azoitei, M.L.	1.9	X-RAY DIFFRACTION	0.245	0.211	False	True	IGHV1	IGKV3	Kappa						sabdab_dataset/8f5i/abangle/8f5i.abangle	sabdab_dataset/8f5i/annotation/8f5i_H_VH.ann	sabdab_dataset/8f5i/annotation/8f5i_L_VL.ann	sabdab_dataset/8f5i/imgt/8f5i_H_H.ann	sabdab_dataset/8f5i/imgt/8f5i_L_L.ann	sabdab_dataset/8f5i/sequence/8f5i_raw.pdb	sabdab_dataset/8f5i/sequence/8f5i_H_VH.fa	sabdab_dataset/8f5i/sequence/8f5i_L_VL.fa	sabdab_dataset/8f5i/structure/8f5i.pdb	sabdab_dataset/8f5i/structure/chothia/8f5i.pdb	True	False	train	2023-10-11	True
8f6u	A		0	C	protein		cftr inhibitory factor	IMMUNE SYSTEM	03/13/24	Crystal Structure of Nanobody VHH113 Bound to Its Antigen PA14 Cif	Pseudomonas aeruginosa PA14; Vicugna pacos	vicugna pacos		pseudomonas aeruginosa pa14	Simard, A.R., Taher, N.M., Mishra, A.K., Madden, D.R.	1.7	X-RAY DIFFRACTION	0.199	0.176	False	True	IGHV1									sabdab_dataset/8f6u/annotation/8f6u_A_VH.ann		sabdab_dataset/8f6u/imgt/8f6u_A_H.ann		sabdab_dataset/8f6u/sequence/8f6u_raw.pdb	sabdab_dataset/8f6u/sequence/8f6u_A_VH.fa		sabdab_dataset/8f6u/structure/8f6u.pdb	sabdab_dataset/8f6u/structure/chothia/8f6u.pdb	True	True	test	2024-03-13	False
8f6v	A		0	C	protein		cftr inhibitory factor	IMMUNE SYSTEM	03/13/24	Crystal Structure of Nanobody VHH108 Bound to Its Antigen PA14 Cif	Pseudomonas aeruginosa PA14; Vicugna pacos	vicugna pacos		pseudomonas aeruginosa pa14	Simard, A.R., Madden, D.R.	2.3	X-RAY DIFFRACTION	0.21	0.181	False	True	IGHV1									sabdab_dataset/8f6v/annotation/8f6v_A_VH.ann		sabdab_dataset/8f6v/imgt/8f6v_A_H.ann		sabdab_dataset/8f6v/sequence/8f6v_raw.pdb	sabdab_dataset/8f6v/sequence/8f6v_A_VH.fa		sabdab_dataset/8f6v/structure/8f6v.pdb	sabdab_dataset/8f6v/structure/chothia/8f6v.pdb	True	True	test	2024-03-13	False
8fdo	A	B	0	C	protein		fp15	IMMUNE SYSTEM	10/11/23	SARS-CoV-2 fusion peptide epitope scaffold FP15 bound to DH1058	Escherichia coli; Homo sapiens	homo sapiens	homo sapiens	escherichia coli	Kapingidza, A.B., Marston, D.J., Wrapp, D., Winters, K., Azoitei, M.L.	2.2	X-RAY DIFFRACTION	0.229	0.189	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/8fdo/abangle/8fdo.abangle	sabdab_dataset/8fdo/annotation/8fdo_A_VH.ann	sabdab_dataset/8fdo/annotation/8fdo_B_VL.ann	sabdab_dataset/8fdo/imgt/8fdo_A_H.ann	sabdab_dataset/8fdo/imgt/8fdo_B_L.ann	sabdab_dataset/8fdo/sequence/8fdo_raw.pdb	sabdab_dataset/8fdo/sequence/8fdo_A_VH.fa	sabdab_dataset/8fdo/sequence/8fdo_B_VL.fa	sabdab_dataset/8fdo/structure/8fdo.pdb	sabdab_dataset/8fdo/structure/chothia/8fdo.pdb	True	False	test	2023-10-11	True
8fxv	B		0	A	protein		transforming growth factor beta-2 proprotein	CYTOKINE	06/21/23	Crystal structure of human proTGF-beta2 in complex with Nb18	Homo sapiens; synthetic construct	synthetic construct		homo sapiens	Le, V.Q., Springer, T.A.	2.2	X-RAY DIFFRACTION	0.249	0.227	False	True	IGHV1									sabdab_dataset/8fxv/annotation/8fxv_B_VH.ann		sabdab_dataset/8fxv/imgt/8fxv_B_H.ann		sabdab_dataset/8fxv/sequence/8fxv_raw.pdb	sabdab_dataset/8fxv/sequence/8fxv_B_VH.fa		sabdab_dataset/8fxv/structure/8fxv.pdb	sabdab_dataset/8fxv/structure/chothia/8fxv.pdb	True	True	train	2023-06-21	False
8g0i	D		0	A	protein		green fluorescent protein	IMMUNE SYSTEM	03/20/24	High Affinity nanobodies against GFP	Aequorea victoria; Lama glama	lama glama		aequorea victoria	Ketaren, N.E., Rout, M.P., Almo, S.	2.2	X-RAY DIFFRACTION	0.241	0.181	False	True	IGHV1									sabdab_dataset/8g0i/annotation/8g0i_D_VH.ann		sabdab_dataset/8g0i/imgt/8g0i_D_H.ann		sabdab_dataset/8g0i/sequence/8g0i_raw.pdb	sabdab_dataset/8g0i/sequence/8g0i_D_VH.fa		sabdab_dataset/8g0i/structure/8g0i.pdb	sabdab_dataset/8g0i/structure/chothia/8g0i.pdb	True	True	train	2024-03-20	False
8g4p	A	B	0	E	protein		ara h 2 allergen	ALLERGEN	12/20/23	Crystal structure of the peanut allergen Ara h 2 bound by two neutralizing antibodies 13T1 and 13T5	Arachis hypogaea; Homo sapiens	homo sapiens	homo sapiens	arachis hypogaea	Pedersen, L.C., Mueller, G.A., Min, J.	2.25	X-RAY DIFFRACTION	0.218	0.189	False	True	IGHV4	IGKV1	Kappa						sabdab_dataset/8g4p/abangle/8g4p.abangle	sabdab_dataset/8g4p/annotation/8g4p_A_VH.ann	sabdab_dataset/8g4p/annotation/8g4p_B_VL.ann	sabdab_dataset/8g4p/imgt/8g4p_A_H.ann	sabdab_dataset/8g4p/imgt/8g4p_B_L.ann	sabdab_dataset/8g4p/sequence/8g4p_raw.pdb	sabdab_dataset/8g4p/sequence/8g4p_A_VH.fa	sabdab_dataset/8g4p/sequence/8g4p_B_VL.fa	sabdab_dataset/8g4p/structure/8g4p.pdb	sabdab_dataset/8g4p/structure/chothia/8g4p.pdb	True	False	test	2023-12-20	True
8gjr	A		0	C	protein		cftr inhibitory factor	IMMUNE SYSTEM	06/26/24	Crystal Structure of Nanobody VHH114 Bound to Its Antigen PA14 Cif	Pseudomonas aeruginosa PA14; Vicugna pacos	vicugna pacos		pseudomonas aeruginosa pa14	Simard, A.R., Madden, D.R.	1.85	X-RAY DIFFRACTION	0.192	0.17	False	True	IGHV1									sabdab_dataset/8gjr/annotation/8gjr_A_VH.ann		sabdab_dataset/8gjr/imgt/8gjr_A_H.ann		sabdab_dataset/8gjr/sequence/8gjr_raw.pdb	sabdab_dataset/8gjr/sequence/8gjr_A_VH.fa		sabdab_dataset/8gjr/structure/8gjr.pdb	sabdab_dataset/8gjr/structure/chothia/8gjr.pdb	True	True	train	2024-06-26	False
8gy5	A	B	0	Q	protein		programmed cell death protein 1	IMMUNE SYSTEM	10/04/23	High-resolution structure of the cemiplimab Fab in complex with PD-1	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Heo, Y.-S., Jeong, T.J.	1.98	X-RAY DIFFRACTION	0.236	0.187	False	True	IGHV3	IGKV1	Kappa						sabdab_dataset/8gy5/abangle/8gy5.abangle	sabdab_dataset/8gy5/annotation/8gy5_A_VH.ann	sabdab_dataset/8gy5/annotation/8gy5_B_VL.ann	sabdab_dataset/8gy5/imgt/8gy5_A_H.ann	sabdab_dataset/8gy5/imgt/8gy5_B_L.ann	sabdab_dataset/8gy5/sequence/8gy5_raw.pdb	sabdab_dataset/8gy5/sequence/8gy5_A_VH.fa	sabdab_dataset/8gy5/sequence/8gy5_B_VL.fa	sabdab_dataset/8gy5/structure/8gy5.pdb	sabdab_dataset/8gy5/structure/chothia/8gy5.pdb	True	False	train	2023-10-04	True
8gye	E	F	0	A	protein		tumor necrosis factor receptor superfamily member 9	IMMUNE SYSTEM	09/27/23	Crystal Structure of the 4-1BB in complex with ZG033 Fab	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Zhu, M., Cheng, L.S., Gao, Y.	2.3	X-RAY DIFFRACTION	0.277	0.222	False	True	IGHV2	IGKV10	Kappa						sabdab_dataset/8gye/abangle/8gye.abangle	sabdab_dataset/8gye/annotation/8gye_E_VH.ann	sabdab_dataset/8gye/annotation/8gye_F_VL.ann	sabdab_dataset/8gye/imgt/8gye_E_H.ann	sabdab_dataset/8gye/imgt/8gye_F_L.ann	sabdab_dataset/8gye/sequence/8gye_raw.pdb	sabdab_dataset/8gye/sequence/8gye_E_VH.fa	sabdab_dataset/8gye/sequence/8gye_F_VL.fa	sabdab_dataset/8gye/structure/8gye.pdb	sabdab_dataset/8gye/structure/chothia/8gye.pdb	True	False	train	2023-09-27	True
8h5t	B		0	A	protein		spike protein s1	VIRAL PROTEIN	10/18/23	Crystal structure of SARS-CoV-2 spike receptor-binding domain in complex with neutralizing nanobody Nb-015	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Yang, J., Lin, S., Lu, G.W.	2.0	X-RAY DIFFRACTION	0.205	0.171	False	True	IGHV1									sabdab_dataset/8h5t/annotation/8h5t_B_VH.ann		sabdab_dataset/8h5t/imgt/8h5t_B_H.ann		sabdab_dataset/8h5t/sequence/8h5t_raw.pdb	sabdab_dataset/8h5t/sequence/8h5t_B_VH.fa		sabdab_dataset/8h5t/structure/8h5t.pdb	sabdab_dataset/8h5t/structure/chothia/8h5t.pdb	True	True	train	2023-10-18	False
8h5u	B		0	A	protein		spike protein s1	VIRAL PROTEIN	10/18/23	Crystal structure of SARS-CoV-2 spike receptor-binding domain in complex with neutralizing nanobody Nb-021	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Yang, J., Lin, S., Lu, G.W.	2.401	X-RAY DIFFRACTION	0.245	0.225	False	True	IGHV1									sabdab_dataset/8h5u/annotation/8h5u_B_VH.ann		sabdab_dataset/8h5u/imgt/8h5u_B_H.ann		sabdab_dataset/8h5u/sequence/8h5u_raw.pdb	sabdab_dataset/8h5u/sequence/8h5u_B_VH.fa		sabdab_dataset/8h5u/structure/8h5u.pdb	sabdab_dataset/8h5u/structure/chothia/8h5u.pdb	True	True	train	2023-10-18	False
8h63	B		0	A	protein		internalin a	CELL INVASION/IMMUNE SYSTEM	10/04/23	Crystal structure of Internalin A from Listeria monocytogenes with nanobody VHH10 bound	Lama glama; Listeria monocytogenes serovar 1/2a	lama glama		listeria monocytogenes serovar 1/2a	Caaveiro, J.M.M., Nagatoish, S., Tsumoto, K.	1.53	X-RAY DIFFRACTION	0.19	0.161	False	True	IGHV1									sabdab_dataset/8h63/annotation/8h63_B_VH.ann		sabdab_dataset/8h63/imgt/8h63_B_H.ann		sabdab_dataset/8h63/sequence/8h63_raw.pdb	sabdab_dataset/8h63/sequence/8h63_B_VH.fa		sabdab_dataset/8h63/structure/8h63.pdb	sabdab_dataset/8h63/structure/chothia/8h63.pdb	True	True	train	2023-10-04	False
8h64	B		0	A	protein		internalin a	CELL INVASION/IMMUNE SYSTEM	10/04/23	Crystal structure of Internalin A from Listeria monocytogenes with nanobody VHH24 bound	Lama glama; Listeria monocytogenes serovar 1/2a	lama glama		listeria monocytogenes serovar 1/2a	Caaveiro, J.M.M., Nagatoish, S., Tsumoto, K.	2.35	X-RAY DIFFRACTION	0.227	0.188	False	True	IGHV1									sabdab_dataset/8h64/annotation/8h64_B_VH.ann		sabdab_dataset/8h64/imgt/8h64_B_H.ann		sabdab_dataset/8h64/sequence/8h64_raw.pdb	sabdab_dataset/8h64/sequence/8h64_B_VH.fa		sabdab_dataset/8h64/structure/8h64.pdb	sabdab_dataset/8h64/structure/chothia/8h64.pdb	True	True	train	2023-10-04	False
8hes	H	L	0	C	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	11/08/23	Crystal structure of SARS-CoV-2 RBD and NIV-10 complex	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Moriyama, S., Anraku, Y., Taminishi, S., Adachi, Y., Kuroda, D., Higuchi, Y., Kotaki, R., Tonouchi, K., Yumoto, K., Suzuki, T., Kita, S., Someya, T., Fukuhara, H., Kuroda, Y., Yamamoto, T., Onodera, T., Fukushi, S., Maeda, K., Nakamura-Uchiyama, F., Hashiguchi, T., Hoshino, A., Maenaka, K., Takahashi, Y.	2.2	X-RAY DIFFRACTION	0.241	0.196	False	True	IGHV3	IGLV2	Lambda						sabdab_dataset/8hes/abangle/8hes.abangle	sabdab_dataset/8hes/annotation/8hes_H_VH.ann	sabdab_dataset/8hes/annotation/8hes_L_VL.ann	sabdab_dataset/8hes/imgt/8hes_H_H.ann	sabdab_dataset/8hes/imgt/8hes_L_L.ann	sabdab_dataset/8hes/sequence/8hes_raw.pdb	sabdab_dataset/8hes/sequence/8hes_H_VH.fa	sabdab_dataset/8hes/sequence/8hes_L_VL.fa	sabdab_dataset/8hes/structure/8hes.pdb	sabdab_dataset/8hes/structure/chothia/8hes.pdb	True	False	train	2023-11-08	True
8hgi	C		0	A	protein		gfp	FLUORESCENT PROTEIN	09/27/23	Crystal structure of VNAR aGFP14 in complex with GFP	Chiloscyllium plagiosum; synthetic construct	chiloscyllium plagiosum		synthetic construct	Zheng, P., Zhu, C., Jin, T.	1.95	X-RAY DIFFRACTION	0.242	0.186	False	True	unknown	unknown	unknown							sabdab_dataset/8hgi/annotation/8hgi_C_VH.ann				sabdab_dataset/8hgi/sequence/8hgi_raw.pdb	sabdab_dataset/8hgi/sequence/8hgi_C_VH.fa		sabdab_dataset/8hgi/structure/8hgi.pdb	sabdab_dataset/8hgi/structure/chothia/8hgi.pdb	True	True	train	2023-09-27	False
8hr2	B		0	A	protein		spike protein s1	STRUCTURAL PROTEIN/IMMUNE SYSTEM	08/16/23	Ternary Crystal Complex Structure of RBD with NB1B5 and NB1C6	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Sun, Z.	1.94	X-RAY DIFFRACTION	0.222	0.191	False	True	IGHV1									sabdab_dataset/8hr2/annotation/8hr2_B_VH.ann		sabdab_dataset/8hr2/imgt/8hr2_B_H.ann		sabdab_dataset/8hr2/sequence/8hr2_raw.pdb	sabdab_dataset/8hr2/sequence/8hr2_B_VH.fa		sabdab_dataset/8hr2/structure/8hr2.pdb	sabdab_dataset/8hr2/structure/chothia/8hr2.pdb	True	True	train	2023-08-16	False
8idi	A		0	D	protein		spike protein s1	VIRAL PROTEIN	02/28/24	Crystal structure of nanobody VHH-T71 with MERS-CoV RBD	Camelus dromedarius; Middle East respiratory syndrome-related coronavirus	camelus dromedarius		middle east respiratory syndrome-relatedcoronavirus 	Wang, X., Tian, L.	1.901	X-RAY DIFFRACTION	0.207	0.173	False	True	unknown	unknown	unknown							sabdab_dataset/8idi/annotation/8idi_A_VH.ann				sabdab_dataset/8idi/sequence/8idi_raw.pdb	sabdab_dataset/8idi/sequence/8idi_A_VH.fa		sabdab_dataset/8idi/structure/8idi.pdb	sabdab_dataset/8idi/structure/chothia/8idi.pdb	True	True	train	2024-02-28	False
